,date,source,target,text,hashtags
68,2011-12-06 18:11:39+00:00,EXC,NEE,BNY Mellon's Top Holdings in the Utilities Sector http://bit.ly/tds2C3 $AEP $DUK $ED $EXC $FE $NEE $PPL $SO $WEC,
69,2011-12-06 14:53:48+00:00,EXC,NEE,CTC Fund Management's Top Holdings in the Utilities Sector http://bit.ly/v0Jzsk $CEG $DPL $EQT $EXC $NEE $NRG $NU $PGN $SUG,
70,2011-12-05 17:54:13+00:00,EXC,NEE,Teachers Re the State of Kentucky's Top Holdings in the Utilities Sector http://bit.ly/rVjsx6 $AEP $ETR $EXC $FE $NEE $NU $PCG $SO $XEL,
71,2011-12-05 17:42:07+00:00,EXC,NEE,California State Tearement System's Top Holdings in the Utilities Sector http://bit.ly/rNK2sV $AEP $DUK $ED $EXC $FE $NEE $PCG $PEG $SO,
72,2011-12-05 17:25:27+00:00,EXC,NEE,California Public tirement System's Top Holdings in the Utilities Sector http://bit.ly/t0NqcV $AEP $DUK $ED $EXC $FE $NEE $PCG $PEG $SO,
73,2011-11-25 16:45:44+00:00,EXC,NEE,Aberdeen Asset Management's Top Holdings in the Utilities Sector http://bit.ly/vlhMKW $AEP $DUK $EXC $FE $ITC $NEE $PEG $PPL $SO,
74,2011-11-25 16:36:18+00:00,EXC,NEE,Synovus Financial's Top Holdings in the Utilities Sector http://bit.ly/rqCz5y $AEP $CEG $DUK $ED $EXC $HNP $NEE $SO $TE,
75,2011-11-23 16:24:13+00:00,EXC,NEE,State Street Corp.'s Top Holdings in the Utilities Sector http://bit.ly/u6Y1TH $AEP $DUK $ED $EIX $EXC $FE $NEE $PGN $SO,
76,2011-11-23 16:11:59+00:00,EXC,NEE,BMO Financial Corp.'s Top Holdings in the Utilities Sector http://bit.ly/rBhuoO $AEP $AES $CMS $EXC $NEE $NRG $POR $SO $TAC $TRP,
77,2011-11-22 16:58:32+00:00,EXC,NEE,Fidelity's Top Holdings in the Utilities Sector http://bit.ly/uR0nvh $AEP $AES $EIX $EXC $FE $NEE $PEG $PPL $SRE $TRP,
78,2011-11-22 16:15:18+00:00,EXC,NEE,Vanguard Group's Top Holdings in the Utilities Sector http://bit.ly/ssTRDm $AEP $DUK $ED $EXC $FE $NEE $PCG $PEG $SO,
79,2011-11-22 15:37:13+00:00,EXC,NEE,Robert W. Baird Co.'s Top Holdings in the Utilities Sector http://bit.ly/t3ceKD $BKH $DUK $ED $EXC $FE $NEE $PGN $PPL $SO,
80,2011-11-21 15:29:10+00:00,EXC,NEE,Reynolds Capital Management's Top Holdings in the Utilities Sector http://bit.ly/sw3P1w $AWK $CEG $CMS $ED $EQT $EXC $NEE $NI $OKE $PGN,
81,2011-11-21 15:25:26+00:00,EXC,NEE,Charles Schwab Investment Mgement's Top Holdings in the Utilities Sector http://bit.ly/uXE0iY $AEE $DTE $DUK $EIX $EXC $FE $NEE $NI $SO,
82,2011-11-21 14:49:08+00:00,EXC,NEE,Wellington Management's Top Holdings in the Utilities Sector http://bit.ly/tjDVXK $AEP $CIG $EQT $EXC $NEE $NU $PCG $UGI $XEL,
83,2011-11-16 18:31:51+00:00,EXC,NEE,MM Capital LLC's Top Holdings in the Energy Sector http://bit.ly/tt6pxV $APA $CVX $DVN $EOG $EXC $FE $HAL $NEE $OXY $XOM,
84,2011-11-14 14:54:44+00:00,EXC,NEE,Man Investments' Top 10 Holdings for Q3 2011 http://bit.ly/rNllB4 $AEP $CMS $DTE $ED $ETR $EXC $FE $NEE $NVE $WEC,
85,2011-11-12 15:14:06+00:00,EXC,NEE,"11 Consistently Growing, High-Yield Utilities http://stks.co/15yE $APU $CMS $D $DPL $DTE $EXC $LNT $NEE $NU $NVE $PEG",
86,2011-11-11 22:30:07+00:00,EXC,NEE,"11 Consistently Growing, High-Yield Utilities http://seekingalpha.com/a/6l71 $APU $CMS $D $DPL $DTE $EXC $LNT $NEE $NU $NVE $PEG",
87,2011-11-04 13:31:03+00:00,EXC,NEE,NextEra Energy Inc. Earnings: Yet Another Quarter of Profitability http://wll.st/uEG6TR $SPY $NEE $EXC $EE $ETR #stocks #mkt,#stocks #mkt #mkt
88,2011-11-01 14:52:42+00:00,EXC,NEE,"NextEra Energy, Inc. Third Quarter Earnings Sneak Peek http://wll.st/vzNb7x $SPY $NEE $EXC $EE $ETR #stocks #mkt",#stocks #mkt #mkt
89,2011-10-30 15:00:05+00:00,EXC,NEE,9 Energy Utilities With Low Dividend Payout Ratios http://seekingalpha.com/a/6i7k $EIX $EXC $MGEE $NU $NEE $PPL $PEG $SRE $XLU,
90,2011-10-30 12:50:04+00:00,EXC,NEE,Top Utility Stocks For The Next 5 Years http://seekingalpha.com/a/6i6x $SO $D $EXC $DUK $NEE $AEP $FE $PCG $PEG $PPL $ED $PGN $EIX $SRE,
91,2011-10-21 17:41:18+00:00,EXC,NEE,Exelon Corp Third Quarter Earnings Sneak Peek http://wll.st/nbYe0S $SPY $EXC $NEE $ETR $EE #stocks #mkt,#stocks #mkt #mkt
92,2011-10-11 13:40:16+00:00,EXC,NEE,15 High Dividend Energy And Utilities Stocks With Low Beta http://seekingalpha.com/a/6ek8 $AEP $DUK $ED $EPD $ETR $EXC $FE $KMP $NEE $PCG,
93,2011-10-06 14:00:05+00:00,EXC,NEE,"13 High-Yield, Steadily Growing Utilities Stocks http://seekingalpha.com/a/6dx5 $D $EXC $NEE $PEG $DTE $NU $AWK $OGE $LNT $NFG $DPL $NVE",
94,2011-10-03 22:54:03+00:00,EXC,NEE,"$TAC, $AEP, $CTL, $EXC, $FE, $NEE, $SO TransAlta: A Counter Punch To Recession Fears http://bit.ly/np4Yri",
95,2011-10-03 22:48:48+00:00,EXC,NEE,"$TAC, $AEP, $CTL, $EXC, $FE, $NEE, $SO TransAlta: A Counter Punch To Recession Fears http://bit.ly/np4Yri",
96,2011-10-03 21:10:02+00:00,EXC,NEE,TransAlta: A Counter Punch To Recession Fears http://seekingalpha.com/a/6df4 $EXC $SO $CTL $NEE $FE $AEP $TAC,
97,2011-10-03 11:31:10+00:00,EXC,NEE,An Industry Scan: Finding Bargains Among The Market Wreckage http://seekingalpha.com/a/6d9s $MCD $WMT $AAPL $SPY $PM $EXC $NEE $PKX $NUE,
98,2011-10-03 11:30:07+00:00,EXC,NEE,An Industry Scan: Finding Bargains Among The Market Wreckage http://seekingalpha.com/a/6d9s $MCD $WMT $AAPL $SPY $PM $EXC $NEE $PKX $NUE,
99,2011-10-02 21:29:16+00:00,EXC,NEE,"First Solar Sprints to Deals with Exelon, NextEra, and General Electric http://wll.st/oSc5QT $FLSR $EXC $NEE $GE $TAN $XLE",
100,2011-12-19 10:20:05+00:00,EXC,MCD,Hierarchy Of Successful Retirement Investing http://seekingalpha.com/a/6qs4 $ABT $JNJ $LO $MO $MCD $YUM $MSFT $AAPL $LMT $RTN $T $VZ $EXC,
101,2011-12-15 20:50:05+00:00,EXC,MCD,5 Dividend Producing Stocks To Guard Against A Downturn http://seekingalpha.com/a/6qfu $MSFT $JNJ $EXC $LO $MCD $AAPL $ABT $MO $YUM $PEG,
102,2011-12-13 14:10:07+00:00,EXC,MCD,"Retirement Strategy: Buy On Dips, Add To Core Holdings (Part 5) http://seekingalpha.com/a/6pwj $XOM $JNJ $T $GE $NLY $EXC $PG $MCD $PM",
103,2011-12-06 13:30:06+00:00,EXC,MCD,"Retirement Strategy: Buy On Dips, Add To Core Holdings (Part 4) http://seekingalpha.com/a/6osf $XOM $JNJ $T $GE $NLY $EXC $PG $MCD $PM",
104,2011-12-04 11:20:02+00:00,EXC,MCD,"Retirement Strategy: Buy On Dips, Add To Core Holdings (Part 3) http://seekingalpha.com/a/6ohz $XOM $JNJ $T $GE $NLY $EXC $PG $MCD $PM",
105,2011-11-16 08:20:03+00:00,EXC,MCD,10 Stocks For A Low Growth Market http://seekingalpha.com/a/6lts $EXC $ABT $CVX $NSC $DOW $GIS $MO $T $MCD $CAT,
106,2011-11-14 13:20:08+00:00,EXC,MCD,5 Surprising Names That Beat The Best Blue Chips http://seekingalpha.com/a/6lda $MCD $PEP $APA $TROW $SYK $PCP $INTC $NUE $CTL $EXC $STRA,
107,2011-11-07 21:45:18+00:00,EXC,MCD,15 Large-Cap Stocks that Have Hit 52-Week Highs for Nov 7th http://bit.ly/vLUS3F $ATVI $FAST $GOLD $SBUX $AMT $EXC $HUM $MCD $MMI $NEM,
108,2011-10-31 16:13:57+00:00,EXC,MCD,"Our NYSE-US-100 portfolios include: $GM, $D, $C, $GLW, $MCD, $OXY, $HAL, $EMR, $DUK, $CVX, $EXC, $DOW, $SLB, $WLP http://goo.gl/Jy8Eo",
109,2011-10-25 14:30:03+00:00,EXC,MCD,The 10 Best Blue Chips For Q4 2011 http://seekingalpha.com/a/6gwq $MCD $PEP $APA $TROW $SYK $PCP $INTC $NUE $CTL $EXC”,
110,2011-10-25 14:20:04+00:00,EXC,MCD,The 10 Best Blue Chips For Q4 2011 http://seekingalpha.com/a/6gwq $MCD $PEP $APA $TROW $SYK $PCP $INTC $NUE $CTL $EXC,
111,2011-10-03 11:31:10+00:00,EXC,MCD,An Industry Scan: Finding Bargains Among The Market Wreckage http://seekingalpha.com/a/6d9s $MCD $WMT $AAPL $SPY $PM $EXC $NEE $PKX $NUE,
112,2011-10-03 11:30:07+00:00,EXC,MCD,An Industry Scan: Finding Bargains Among The Market Wreckage http://seekingalpha.com/a/6d9s $MCD $WMT $AAPL $SPY $PM $EXC $NEE $PKX $NUE,
113,2011-12-08 22:50:06+00:00,EXC,FSLR,First Solar Projects Are Hot Commodities http://seekingalpha.com/a/6pck $FSLR $NEE $GE $NRG $EXC $PCG,
114,2011-11-21 14:59:45+00:00,EXC,FSLR,RT @edgunther: RT @PVBlog: First Solar AV #Solar Ranch One photos http://bit.ly/vJiUzp $FSLR $EXC,#Solar
115,2011-11-21 14:58:47+00:00,EXC,FSLR,RT @PVBlog: First Solar AV #Solar Ranch One photos http://bit.ly/vJiUzp $FSLR $EXC,#Solar
116,2011-11-21 14:58:46+00:00,EXC,FSLR,RT @PVBlog: First Solar AV #Solar Ranch One photos http://bit.ly/vJiUzp $FSLR $EXC,#Solar
117,2011-10-10 16:39:48+00:00,EXC,FSLR,"Commented on: ""More Solar Embarrassment Ahead For The Obama Administration?"" http://seekingalpha.com/a/6ebg $ESLR $FSLR $STP $SATC $NRG $EXC",
118,2011-10-09 21:20:04+00:00,EXC,FSLR,More Solar Embarrassment Ahead For The Obama Administration? http://seekingalpha.com/a/6ebg $ESLR $FSLR $STP $SATC $NRG $EXC $TSL $YGE,
119,2011-11-16 08:20:03+00:00,EXC,NSC,10 Stocks For A Low Growth Market http://seekingalpha.com/a/6lts $EXC $ABT $CVX $NSC $DOW $GIS $MO $T $MCD $CAT,
120,2011-12-13 14:50:07+00:00,EXC,COP,7 Large-Cap Dividend Payers That Make The Grade http://seekingalpha.com/a/6pww $IP $LLL $PM $WAG $COP $LLY $EXC,
121,2011-11-08 14:40:07+00:00,EXC,COP,4 Highest Yielding Stocks In Guru Donald Yacktman's Portfolio http://seekingalpha.com/a/6k7t $INTC $PFE $EXC $COP,
122,2011-10-20 21:54:19+00:00,EXC,COP,5 Dividend Stocks To Buy And Hold Forever http://stks.co/j2U $BP $BTI $COP $CVX $EXC JNJ$$KMB $KO $PG $PM $PPL,
123,2011-10-20 19:40:09+00:00,EXC,COP,5 Dividend Stocks To Buy And Hold Forever http://seekingalpha.com/a/6g7k $PM $KO $PPL $BTI $EXC $COP $CVX $BP $PG $JNJ $KMB,
124,2011-10-11 18:00:08+00:00,EXC,COP,"19 High-Dividend, Low P/E Stock Picks From Jim Cramer http://seekingalpha.com/a/6emm $AEP $IP $NLY $SCCO $SNY $T $COP $CTL $DUK $EXC $KFN",
125,2011-10-10 15:48:48+00:00,EXC,COP,RT @wallstCS - Bearish Indicators in the Stock Market http://brokerz.com/_7mhD/ $AIMC $APKT $CECO $CMTL $FORM $C $COP $EXC $GGP $HAR ...,
126,2011-10-10 15:21:45+00:00,EXC,COP,Bearish Indicators in the Stock Market http://wll.st/pQQ4Nj $AIMC $APKT $CECO $CMTL $FORM $C $COP $EXC $GGP $HAR #mkt #stocks #trading,#mkt #mkt #stocks #trading
127,2011-10-10 15:21:33+00:00,EXC,COP,Bearish Indicators in the Stock Market http://wll.st/pQQ4Nj $AIMC $APKT $CECO $CMTL $FORM $C $COP $EXC $GGP $HAR #mkt #stocks #trading,#mkt #mkt #stocks #trading
128,2011-10-08 16:32:15+00:00,EXC,COP,Bearish Indicators in the Stock Market http://bit.ly/qDRpQh $AIMC $APKT $CECO $CMTL $FORM $COP $EXC $GGP $HAR,
129,2011-10-02 14:50:06+00:00,EXC,COP,"In Search Of Yield: Tobacco, Healthcare, Telecoms, Energy, Utilities http://seekingalpha.com/a/6d8e $BMY $LLY $EXC $AEP $T $CTL $RDS.A $COP",
130,2011-10-12 15:25:20+00:00,EXC,MRO,"5 of the 7 companies published today received a Medium Risk - Negative Bias rating. $BLK, $EXC, FRX, $MRO, $MCK. http://www.disclosureinsight.com",
131,2011-11-30 16:14:36+00:00,EXC,C,13 High Dividend Stocks Citigroup Is Bullish About http://stks.co/1K5U $C $CS $CTL $DUK $EPD $EXC $JPM $KMP $LLY $LMT $MO $MRK $RAI $T $VZ,
132,2011-11-30 13:20:03+00:00,EXC,C,13 High Dividend Stocks Citigroup Is Bullish About http://seekingalpha.com/a/6nwg $C $CS $JPM $GS $UBS $T $MRK $VZ $MO $LLY $EPD $EXC $DUK,
