,date,source,target,text,hashtags
21,2012-10-29 01:57:19+00:00,EXC,HD,HURRICANE WATCH: $HD $LOW $CPB $NUE $TTC $GNRC $GV $ALL $TRV $AIG $EXC $FE $PPL $POM $SBUX,
22,2012-10-22 20:22:21+00:00,EXC,HD,#iStocks Trend S&amp;P100 #Stocks $COF $HON $BK $SO $JNJ $WY $HNZ $ETR $LOW $BA $ALL $AEP $HD $HAL $EXC $NOV @http://iStocks.info/sp100,#iStocks #Stocks
23,2012-10-20 02:10:04+00:00,EXC,HD,#iStocks Trend S&amp;P100 #Stocks $COF $HON $SO $JNJ $BK $WY $LOW $ETR $HNZ $BA $HD $AEP $EXC $ALL $HAL $NOV @http://iStocks.info/sp100,#iStocks #Stocks
24,2012-12-24 06:22:43+00:00,EXC,NEE,$EXC $D $SO $NEE $DUK Read ranking report for utilities sector. http://stks.co/jHnY,
25,2012-12-19 00:26:41+00:00,EXC,NEE,Check out: The Nation's Nuclear Plants Are Nuked http://aol.it/UIZEbY $D $NEE $EXC $ETR,
26,2012-11-08 20:21:38+00:00,EXC,NEE,And @GreenREITKC RT @CarlSiegrist: Who's Buying and Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR,
27,2012-11-08 16:33:04+00:00,EXC,NEE,Who's Buying And Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR,
28,2012-11-08 15:58:33+00:00,EXC,NEE,Who's Buying and Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR #solar,#solar
29,2012-11-07 18:40:03+00:00,EXC,NEE,Who's Buying And Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR,
30,2012-10-31 20:04:55+00:00,EXC,NEE,In the Clutch of Seasonality http://realmoney.thestreet.com/articles/10/31/2012/clutch-seasonality?cm_ven_int=homepage-latest-headlines $EXC $ETR $NRG $CPN $DUK $SCG $SO $NEE $TE #stockaction,#stockaction
31,2012-10-31 20:03:49+00:00,EXC,NEE,In the Clutch of Seasonality http://realmoney.thestreet.com/articles/10/31/2012/clutch-seasonality?cm_ven_int=homepage-latest-headlines $EXC $ETR $NRG $CPN $DUK $SCG $SO $NEE $TE,
32,2012-10-24 22:20:02+00:00,EXC,NEE,Southern Company: A Low Risk Way To Earn An Extra 21% In 4 Months http://seekingalpha.com/a/kba5 $DUK $EXC $NEE $SO,
33,2012-10-05 19:40:06+00:00,EXC,NEE,"Utilities ETF With Dividends, Price Appreciation, And Low Expenses http://seekingalpha.com/a/jgfl $SO $D $DUK $EXC $NEE $VPU",
34,2012-10-03 23:15:09+00:00,EXC,NEE,"Commented on: ""How 'Good' Are Your Regulated Electric Utility Selections?"" http://seekingalpha.com/a/ivr5 $EXC $LNT $NEE $PEG $POM $POR $PPL",
35,2012-10-26 12:19:24+00:00,EXC,CSX,MACD cross-down $S $SPR $CROX $CLF $CSX $JNPR $NYT $AMX $EXC $UA $ECA $PTEN $LEN $AES $PGR $FTE $NWL $JNK $HK $FLEX $LYB,
36,2012-10-26 22:25:03+00:00,EXC,MCD,Cramer's... http://bit.ly/UO5bSN $AAPL $AGN $BEAM $BKW $CHK $CLX $CRUS $CVX $DEO $EXC $F $GM $GTLS $K $LMCA $MCD $RL $SIRI $TM $VFC $XOM,
37,2012-10-26 22:20:11+00:00,EXC,MCD,... http://bit.ly/UO5bSN $AAPL $AGN $BEAM $BKW $CHK $CLX $CRUS $CVX $DEO $EXC $F $GM $GTLS $K $LMCA $MCD $RL $SIRI $TM $VFC $XOM,
38,2012-10-23 01:13:13+00:00,EXC,MCD,"@nachoswithsalsa right now I own $LLY, $PM, $MCD, $SNH, $HPT, $SBUX, $JNJ, $EXC, $GIS, $PPL, and $VZ. Planning 2 add $BTE soon :)",
39,2012-10-13 15:49:24+00:00,EXC,MCD,Top Trending S&P100 #Stocks $BA $WMT $FDX $MA $NSC $S $WAG $LOW $DELL $IBM $CL $UNH $EXC $PM $DVN $JPM $GS $C $MCD $CMCSA #OEF #trading,#Stocks #OEF #trading
40,2012-10-12 07:56:49+00:00,EXC,MCD,Top Trending S&P100 #Stocks $RF $EXC $FDX $S $MS $GS $C $JPM $DVN $MA $BA $BAC $AVP $MET $COF $UNH $ETR $CL $MCD $AXP $WAG #OEF #trading,#Stocks #OEF #trading
41,2012-10-10 04:17:15+00:00,EXC,MCD,Top S&P100 #Stocks $BHI $DVN $HAL $MCD $EXC $F $COP $SLB $AEP $GS $AA $ETR $BA $KO $PEP $BK $FCX $CVX $UNH $WMB $SO $MET #OEF #trading,#Stocks #OEF #trading
42,2012-10-10 04:16:15+00:00,EXC,MCD,Top Trending S&P100 #Stocks $NSC $BA $EXC $AVP $GS $KO $COP $AEP $PEP $MRK $MS $UPS $MCD $ETR $WMB $CVX $MET $DVN $ALL $AXP #OEF #trading,#Stocks #OEF #trading
43,2012-11-27 04:12:32+00:00,EXC,FSLR,#iStocks S&amp;P500 #Stocks $BBY $EBAY $DELL $FSLR $ETFC $AAPL $EXC $RSH $HPQ $WFR $GAS $EIX $CMA $TIF $WDC more@http://iStocks.info/sp500,#iStocks #Stocks
44,2012-11-08 20:21:38+00:00,EXC,FSLR,And @GreenREITKC RT @CarlSiegrist: Who's Buying and Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR,
45,2012-11-08 16:33:04+00:00,EXC,FSLR,Who's Buying And Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR,
46,2012-11-08 15:58:33+00:00,EXC,FSLR,Who's Buying and Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR #solar,#solar
47,2012-11-07 18:40:03+00:00,EXC,FSLR,Who's Buying And Selling Utility-Scale PV? http://seekingalpha.com/a/l5k5 $CSIQ $EXC $EONGY.PK $NEE $FSLR $WFR,
48,2012-11-07 05:29:12+00:00,EXC,FSLR,Tomorrow's stock picks: $HCA $CSCO $EXC $FSLR $VHS,
49,2012-11-02 12:36:53+00:00,EXC,FSLR,Street #downgrades: $GBX $MD $SAM $EPL $MRGE $PRO $KAMN $FARO $EXC $GES $AIN $ABX $TMH $HTGC $LVS $IRDM $SFY $AXTI $MT $ACTV $VRTX $FSLR,#downgrades
50,2012-10-31 11:36:56+00:00,EXC,FSLR,Bullish crossover MA20/50 $DF $EXC $SPLS $PCAR $BA $ECA $M $WLT $KMX $FSLR $DUK $SEH $PPL $PFG,
51,2012-12-10 03:38:31+00:00,EXC,NSC,Weekly Top Trending S&P100 #Stocks $HPQ $DELL $WAG $BAC $XRX $NSC $AMZN $AEP $HAL $C $PFE $SO $JPM $EXC $F $CAT $MS $ORCL #OEF #trading,#Stocks #OEF #trading
52,2012-12-06 04:24:17+00:00,EXC,NSC,Top S&P100 #Stocks Performance $C $BAC $WAG $NSC $CAT $MS $HPQ $AEP $EXC $PFE $RF $AA $ALL $GE $HON $JPM more@http://12Stocks.com/sp100,#Stocks
53,2012-11-30 02:46:52+00:00,EXC,NSC,Weekly Top S&P100 #Stocks $HPQ $DELL $NSC $F $AMZN $COST $XRX $AAPL $ORCL $TWX $DOW $BHI $GOOG $EXC $HAL $CAT $NWSA $MS #OEF #trading,#Stocks #OEF #trading
54,2012-11-29 05:10:05+00:00,EXC,NSC,Weekly Top S&P100 #Stocks $DELL $HPQ $COST $NSC $ORCL $TWX $MS $AMZN $AAPL $INTC $NKE $DOW $LOW $LMT $EXC $XRX $UTX $F #OEF #trading,#Stocks #OEF #trading
55,2012-11-28 02:23:08+00:00,EXC,NSC,#iStocks S&amp;P100 #Stocks $EXC $GOOG $NSC $ORCL $HNZ $DVN $DOW $SO $OXY $BA $FDX $COST $MMM $INTC $DD $UTX more@http://iStocks.info/sp100,#iStocks #Stocks
56,2012-11-27 04:16:32+00:00,EXC,NSC,#iStocks S&amp;P100 #Stocks $DELL $AAPL $EXC $HPQ $LMT $AMZN $SO $CSCO $MS $AEP $NKE $NSC $INTC $FDX $UPS $TWX more@http://iStocks.info/sp100,#iStocks #Stocks
57,2012-10-13 15:49:24+00:00,EXC,NSC,Top Trending S&P100 #Stocks $BA $WMT $FDX $MA $NSC $S $WAG $LOW $DELL $IBM $CL $UNH $EXC $PM $DVN $JPM $GS $C $MCD $CMCSA #OEF #trading,#Stocks #OEF #trading
58,2012-10-10 04:16:15+00:00,EXC,NSC,Top Trending S&P100 #Stocks $NSC $BA $EXC $AVP $GS $KO $COP $AEP $PEP $MRK $MS $UPS $MCD $ETR $WMB $CVX $MET $DVN $ALL $AXP #OEF #trading,#Stocks #OEF #trading
59,2012-12-19 01:48:57+00:00,EXC,HON,Top S&P100 #Stocks Trend $DVN $HAL $GS $BAC $COF $MS $DOW $UTX $AMZN $OXY $HON $BK $EMC $EXC $UPS $RF $DIS @http://12Stocks.com/sp100,#Stocks
60,2012-12-06 04:24:17+00:00,EXC,HON,Top S&P100 #Stocks Performance $C $BAC $WAG $NSC $CAT $MS $HPQ $AEP $EXC $PFE $RF $AA $ALL $GE $HON $JPM more@http://12Stocks.com/sp100,#Stocks
61,2012-10-23 04:12:14+00:00,EXC,HON,#iStocks Trend S&amp;P100 #Stocks $COF $BAC $JNJ $HON $NYX $ALL $WY $HPQ $UNH $WAG $NOV $HNZ $ETR $BA $EXC $BK $SO @http://iStocks.info/sp100,#iStocks #Stocks
62,2012-10-22 20:22:21+00:00,EXC,HON,#iStocks Trend S&amp;P100 #Stocks $COF $HON $BK $SO $JNJ $WY $HNZ $ETR $LOW $BA $ALL $AEP $HD $HAL $EXC $NOV @http://iStocks.info/sp100,#iStocks #Stocks
63,2012-10-20 02:10:04+00:00,EXC,HON,#iStocks Trend S&amp;P100 #Stocks $COF $HON $SO $JNJ $BK $WY $LOW $ETR $HNZ $BA $HD $AEP $EXC $ALL $HAL $NOV @http://iStocks.info/sp100,#iStocks #Stocks
64,2012-11-05 13:24:46+00:00,EXC,COP,Steven Cohen's 10 Favorite Dividend Stock Picks http://seekingalpha.com/a/kxm1 $COP $EXC $GIS $INTC $KMB $LLY $LMT $MSFT $PPL $SPN $WSH,
65,2012-11-05 01:54:52+00:00,EXC,COP,"Commented on: ""Steven Cohen's 10 Favorite Dividend Stock Picks"" http://seekingalpha.com/a/kxm1 $COP $EXC $GIS $INTC $KMB $LLY $LMT $MSFT",
66,2012-11-04 15:31:37+00:00,EXC,COP,Steven Cohen's 10 Favorite Dividend Stock Picks http://seekingalpha.com/a/kxm1 $COP $EXC $GIS $INTC $KMB $LLY $LMT $MSFT $PPL $SPN $WSH,
67,2012-11-04 11:50:02+00:00,EXC,COP,Steven Cohen's 10 Favorite Dividend Stock Picks http://seekingalpha.com/a/kxm1 $COP $EXC $GIS $INTC $KMB $LLY $LMT $MSFT $PPL $SPN $WSH,
68,2012-10-18 12:51:15+00:00,EXC,COP,Street #upgrades: $TIBS $WNR $EXC $PACW $EWBC $USB $CMO $CMA $NLY $USB $HOT $SDRL $TAYC $AEO $COP $ATW,#upgrades
69,2012-10-18 12:51:11+00:00,EXC,COP,Street #upgrades: $TIBS $WNR $EXC $PACW $EWBC $USB $CMO $CMA $NLY $USB $HOT $SDRL $TAYC $AEO $COP $ATW http://investorshub.advfn.com/boards/read_msg.aspx?message_id=80648154,#upgrades
70,2012-10-18 12:37:49+00:00,EXC,COP,Street #upgrades: $TIBS $WNR $EXC $PACW $EWBC $USB $CMO $CMA $NLY $USB $HOT $SDRL $TAYC $AEO $COP $ATW,#upgrades
71,2012-10-10 04:17:15+00:00,EXC,COP,Top S&P100 #Stocks $BHI $DVN $HAL $MCD $EXC $F $COP $SLB $AEP $GS $AA $ETR $BA $KO $PEP $BK $FCX $CVX $UNH $WMB $SO $MET #OEF #trading,#Stocks #OEF #trading
72,2012-10-10 04:16:15+00:00,EXC,COP,Top Trending S&P100 #Stocks $NSC $BA $EXC $AVP $GS $KO $COP $AEP $PEP $MRK $MS $UPS $MCD $ETR $WMB $CVX $MET $DVN $ALL $AXP #OEF #trading,#Stocks #OEF #trading
73,2012-10-10 14:21:47+00:00,EXC,MRO,Buy Houses Or Buy These Stocks http://seekingalpha.com/a/jl5l $DG $EXC $FDO $HCN $HCP $MRO $TWO $VLO,
74,2012-10-09 18:20:01+00:00,EXC,MRO,Buy Houses Or Buy These Stocks http://seekingalpha.com/a/jl5l $DG $EXC $FDO $HCN $HCP $MRO $TWO $VLO,
75,2012-12-10 03:38:31+00:00,EXC,C,Weekly Top Trending S&P100 #Stocks $HPQ $DELL $WAG $BAC $XRX $NSC $AMZN $AEP $HAL $C $PFE $SO $JPM $EXC $F $CAT $MS $ORCL #OEF #trading,#Stocks #OEF #trading
76,2012-12-06 04:24:17+00:00,EXC,C,Top S&P100 #Stocks Performance $C $BAC $WAG $NSC $CAT $MS $HPQ $AEP $EXC $PFE $RF $AA $ALL $GE $HON $JPM more@http://12Stocks.com/sp100,#Stocks
77,2012-11-09 02:24:01+00:00,EXC,C,#iStocks S&amp;P100 #Stocks $QCOM $DELL $BAC $BA $SO $HPQ $EXC $BK $ALL $AXP $PFE $AEP $DIS $C $S $JPM $PEP more@http://iStocks.info/sp100,#iStocks #Stocks
78,2012-10-24 02:16:23+00:00,EXC,C,#iStocks Trend S&amp;P100 #Stocks $COF $UPS $INTC $NYX $FDX $BK $BA $JNJ $EXC $LOW $WY $C $TGT $SO $S $UNH $AEP @http://iStocks.info/sp100,#iStocks #Stocks
79,2012-10-18 03:32:31+00:00,EXC,C,#iStocks Trend S&amp;P100 #Stocks $BK $MS $C $WY $BHI $DVN $JNJ $FCX $MET $CL $EXC $SO $SLB $LOW $AMGN $AXP $CMCSA @http://iStocks.info/sp100,#iStocks #Stocks
80,2012-10-17 20:11:35+00:00,EXC,C,#iStocks Trend S&amp;P100 #Stocks $BK $C $WY $MET $DVN $JNJ $FCX $BHI $CAT $EXC $CL $SO $AMGN $CMCSA $AEP $JPM @http://iStocks.info/sp100,#iStocks #Stocks
81,2012-10-17 16:09:32+00:00,EXC,C,#iStocks Trend S&amp;P100 #Stocks $BK $WY $CL $C $AMGN $DVN $MET $DOW $JPM $EXC $CMCSA $XRX $AXP $FDX $JNJ $LOW @http://iStocks.info/sp100,#iStocks #Stocks
82,2012-10-13 15:49:24+00:00,EXC,C,Top Trending S&P100 #Stocks $BA $WMT $FDX $MA $NSC $S $WAG $LOW $DELL $IBM $CL $UNH $EXC $PM $DVN $JPM $GS $C $MCD $CMCSA #OEF #trading,#Stocks #OEF #trading
83,2012-10-12 07:56:49+00:00,EXC,C,Top Trending S&P100 #Stocks $RF $EXC $FDX $S $MS $GS $C $JPM $DVN $MA $BA $BAC $AVP $MET $COF $UNH $ETR $CL $MCD $AXP $WAG #OEF #trading,#Stocks #OEF #trading
84,2012-12-10 21:01:52+00:00,EXC,CRM,http://tradesamurai.com Candlestick scan Harami: $AKAM $AVB $BIIB $CMS $CPWR $CRM $DUK $EQR $EXC $EXPD $GIS $GPC $HSY $IRM,
85,2012-12-09 21:02:02+00:00,EXC,CRM,http://tradesamurai.com Candlestick scan Harami: $AKAM $AVB $BIIB $CMS $CPWR $CRM $DUK $EQR $EXC $EXPD $GIS $GPC $HSY $IRM,
86,2012-12-08 21:01:57+00:00,EXC,CRM,http://tradesamurai.com Candlestick scan Harami: $AKAM $AVB $BIIB $CMS $CPWR $CRM $DUK $EQR $EXC $EXPD $GIS $GPC $HSY $IRM,
87,2012-12-11 21:56:33+00:00,EXC,CVX,Top S&P100 #Stocks Trend $MS $TXN $INTC $MMM $GOOG $DOW $ABT $BHI $DD $UNH $GD $EXC $SLB $BMY $JPM $RF $CVX @http://12Stocks.com/sp100,#Stocks
88,2012-10-26 22:25:03+00:00,EXC,CVX,Cramer's... http://bit.ly/UO5bSN $AAPL $AGN $BEAM $BKW $CHK $CLX $CRUS $CVX $DEO $EXC $F $GM $GTLS $K $LMCA $MCD $RL $SIRI $TM $VFC $XOM,
89,2012-10-26 22:20:11+00:00,EXC,CVX,... http://bit.ly/UO5bSN $AAPL $AGN $BEAM $BKW $CHK $CLX $CRUS $CVX $DEO $EXC $F $GM $GTLS $K $LMCA $MCD $RL $SIRI $TM $VFC $XOM,
90,2012-10-10 04:17:15+00:00,EXC,CVX,Top S&P100 #Stocks $BHI $DVN $HAL $MCD $EXC $F $COP $SLB $AEP $GS $AA $ETR $BA $KO $PEP $BK $FCX $CVX $UNH $WMB $SO $MET #OEF #trading,#Stocks #OEF #trading
91,2012-10-10 04:16:15+00:00,EXC,CVX,Top Trending S&P100 #Stocks $NSC $BA $EXC $AVP $GS $KO $COP $AEP $PEP $MRK $MS $UPS $MCD $ETR $WMB $CVX $MET $DVN $ALL $AXP #OEF #trading,#Stocks #OEF #trading
92,2012-10-19 12:35:34+00:00,EXC,MRK,#iStocks S&amp;P100 #Stocks $VZ $JNJ $ALL $WY $HNZ $GD $BAX $MRK $DD $OXY $TXN $NOV $EXC $PEP $HAL $UTX $S more@http://iStocks.info/sp100,#iStocks #Stocks
93,2012-10-19 12:34:34+00:00,EXC,MRK,#iStocks Trend S&amp;P100 #Stocks $JNJ $ALL $WY $HNZ $GD $BAX $MRK $TXN $EXC $HAL $UTX $NWSA $BA $ETR $BHI $PFE @http://iStocks.info/sp100,#iStocks #Stocks
94,2012-10-10 04:16:15+00:00,EXC,MRK,Top Trending S&P100 #Stocks $NSC $BA $EXC $AVP $GS $KO $COP $AEP $PEP $MRK $MS $UPS $MCD $ETR $WMB $CVX $MET $DVN $ALL $AXP #OEF #trading,#Stocks #OEF #trading
95,2012-11-09 02:24:01+00:00,EXC,AXP,#iStocks S&amp;P100 #Stocks $QCOM $DELL $BAC $BA $SO $HPQ $EXC $BK $ALL $AXP $PFE $AEP $DIS $C $S $JPM $PEP more@http://iStocks.info/sp100,#iStocks #Stocks
96,2012-10-18 03:32:31+00:00,EXC,AXP,#iStocks Trend S&amp;P100 #Stocks $BK $MS $C $WY $BHI $DVN $JNJ $FCX $MET $CL $EXC $SO $SLB $LOW $AMGN $AXP $CMCSA @http://iStocks.info/sp100,#iStocks #Stocks
97,2012-10-17 16:09:32+00:00,EXC,AXP,#iStocks Trend S&amp;P100 #Stocks $BK $WY $CL $C $AMGN $DVN $MET $DOW $JPM $EXC $CMCSA $XRX $AXP $FDX $JNJ $LOW @http://iStocks.info/sp100,#iStocks #Stocks
98,2012-10-12 07:56:49+00:00,EXC,AXP,Top Trending S&P100 #Stocks $RF $EXC $FDX $S $MS $GS $C $JPM $DVN $MA $BA $BAC $AVP $MET $COF $UNH $ETR $CL $MCD $AXP $WAG #OEF #trading,#Stocks #OEF #trading
99,2012-10-10 04:16:15+00:00,EXC,AXP,Top Trending S&P100 #Stocks $NSC $BA $EXC $AVP $GS $KO $COP $AEP $PEP $MRK $MS $UPS $MCD $ETR $WMB $CVX $MET $DVN $ALL $AXP #OEF #trading,#Stocks #OEF #trading
100,2012-12-19 01:48:57+00:00,EXC,AMZN,Top S&P100 #Stocks Trend $DVN $HAL $GS $BAC $COF $MS $DOW $UTX $AMZN $OXY $HON $BK $EMC $EXC $UPS $RF $DIS @http://12Stocks.com/sp100,#Stocks
101,2012-12-10 03:38:31+00:00,EXC,AMZN,Weekly Top Trending S&P100 #Stocks $HPQ $DELL $WAG $BAC $XRX $NSC $AMZN $AEP $HAL $C $PFE $SO $JPM $EXC $F $CAT $MS $ORCL #OEF #trading,#Stocks #OEF #trading
102,2012-11-30 02:46:52+00:00,EXC,AMZN,Weekly Top S&P100 #Stocks $HPQ $DELL $NSC $F $AMZN $COST $XRX $AAPL $ORCL $TWX $DOW $BHI $GOOG $EXC $HAL $CAT $NWSA $MS #OEF #trading,#Stocks #OEF #trading
103,2012-11-29 05:10:05+00:00,EXC,AMZN,Weekly Top S&P100 #Stocks $DELL $HPQ $COST $NSC $ORCL $TWX $MS $AMZN $AAPL $INTC $NKE $DOW $LOW $LMT $EXC $XRX $UTX $F #OEF #trading,#Stocks #OEF #trading
104,2012-11-27 04:16:32+00:00,EXC,AMZN,#iStocks S&amp;P100 #Stocks $DELL $AAPL $EXC $HPQ $LMT $AMZN $SO $CSCO $MS $AEP $NKE $NSC $INTC $FDX $UPS $TWX more@http://iStocks.info/sp100,#iStocks #Stocks
105,2012-10-09 17:47:39+00:00,EXC,AMZN,Are You Stuck With Your Investing Style? http://www.zacks.com/stock/news/84415/are-you-stuck-with-your-investing-style $AMZN $CMG $PM $EXC,
106,2012-12-11 21:56:33+00:00,EXC,GOOG,Top S&P100 #Stocks Trend $MS $TXN $INTC $MMM $GOOG $DOW $ABT $BHI $DD $UNH $GD $EXC $SLB $BMY $JPM $RF $CVX @http://12Stocks.com/sp100,#Stocks
107,2012-12-05 21:27:50+00:00,EXC,GOOG,Macro: Dump Vringo And Let It Ride On Lightbridge http://seekingalpha.com/a/mg6r $EXC $GOOG $LTBR $NOK $TSLA $VRNG,
108,2012-11-30 02:46:52+00:00,EXC,GOOG,Weekly Top S&P100 #Stocks $HPQ $DELL $NSC $F $AMZN $COST $XRX $AAPL $ORCL $TWX $DOW $BHI $GOOG $EXC $HAL $CAT $NWSA $MS #OEF #trading,#Stocks #OEF #trading
109,2012-11-28 02:23:08+00:00,EXC,GOOG,#iStocks S&amp;P100 #Stocks $EXC $GOOG $NSC $ORCL $HNZ $DVN $DOW $SO $OXY $BA $FDX $COST $MMM $INTC $DD $UTX more@http://iStocks.info/sp100,#iStocks #Stocks
110,2012-11-16 14:00:38+00:00,EXC,GOOG,Philip Morris CEO Sells 25K Shares and 4 Insider Trades Not to Miss http://wll.st/UIMTTD $GOOG $PM $BMY $COST $EXC #stocks,#stocks
111,2012-11-09 02:24:01+00:00,EXC,QCOM,#iStocks S&amp;P100 #Stocks $QCOM $DELL $BAC $BA $SO $HPQ $EXC $BK $ALL $AXP $PFE $AEP $DIS $C $S $JPM $PEP more@http://iStocks.info/sp100,#iStocks #Stocks
112,2012-11-09 02:23:00+00:00,EXC,QCOM,#iStocks Trend S&amp;P100 #Stocks $QCOM $DELL $BA $NWSA $TWX $TXN $BAX $CVS $F $DIS $MSFT $HPQ $PEP $UPS $EXC $ALL @http://iStocks.info/sp100,#iStocks #Stocks
